,Brand,Capacity,Door_Type,Cool_type,Star_rating,Digital_inverter,Rating,No_of_rating,No_of_review,Compressor_type,Built_in_stablizer,Product_warranty,Compressor_warranty,Price,Original_price,Discount
657,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"19,653 Ratings","1,211 Reviews",Inverter Compressor,,, 10 ,"₹17,990","₹21,999",18% off
658,Hisense,690 L,,,,no,3.2,"8,650 Ratings",792 Reviews,,yes,1 Years,,"₹60,090","₹86,990",30% off
659,Haier,190 L,Single Door, Direct Cool,5 Star,no,4.3,120 Ratings,15 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹26,990",,
660,CANDY,240 L,Double Door,,2 Star,no,4.3,"3,566 Ratings",237 Reviews,Smart Inverter Compressor,yes,1 Year, 10 ,"₹18,990","₹26,490",28% off
661,LG,322 L,Double Door,,2 Star,no,4.5,"5,271 Ratings",346 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹35,990","₹43,999",18% off
662,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
663,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,39 Ratings,7 Reviews,Reciprocating Compressor,yes,2 year, 08 ,"₹19,990","₹30,999",35% off
664,Voltas,185 L,Single Door, Direct Cool,3 Star,no,4.3,"5,324 Ratings",496 Reviews,,yes,1 Year, 10 ,"₹15,299","₹27,090",43% off
665,Acer,190 L,Single Door, Direct Cool,2 Star,no,4.4,"2,836 Ratings",310 Reviews,Inverter Compressor,,, 10 ,"₹13,499","₹19,999",32% off
666,CANDY,602 L,,,,no,4.6,"65,317 Ratings","4,293 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹49,990","₹69,490",28% off
667,Whirlpool,215 L,Triple Door,,,no,4.3,288 Ratings,35 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹23,990","₹30,150",20% off
668,Godrej,210 L,Single Door, Direct Cool,5 Star,no,4.3,"13,765 Ratings","1,151 Reviews",Reciprocating Compressor,yes,1 Year, 10 ,"₹16,990","₹25,090",32% off
669,Whirlpool,330 L,Triple Door,,,no,4.3,,0 Reviews,Normal Compressor,,, 10 ,"₹38,990","₹48,300",19% off
670,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,550 Ratings,82 Reviews,,,, 9 ,"₹12,790","₹17,000",24% off
671,Electrolux,453 L,Double Door,,1 Star,no,4.3,"25,002 Ratings","2,543 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹63,990","₹99,990",36% off
672,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,11 Ratings,3 Reviews,Normal Compressor,,, 10 ,"₹16,390","₹22,999",28% off
673,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"2,380 Ratings",180 Reviews,,,, 9 ,"₹12,790","₹17,000",24% off
674,Electrolux,529 L,Double Door,,1 Star,no,4.3,"19,653 Ratings","1,211 Reviews",,yes,, 8 ,"₹78,490","₹1,34,990",41% off
675,Liebherr,240 L,Double Door,,2 Star,no,4.5,"7,898 Ratings",461 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹24,990","₹42,170",40% off
676,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,28 Ratings,2 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
677,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,38 Ratings,2 Reviews,Digital Inverter Compressor,yes,1 Year, 20 ,"₹12,590","₹25,990",51% off
678,SAMSUNG,189 L,Single Door,,4 Star,no,4.3,"65,317 Ratings","4,293 Reviews",,,, 9 ,"₹17,100","₹21,999",22% off
679,Electrolux,680 L,Multi-Door,,,no,,"8,870 Ratings",998 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹1,89,990","₹3,16,990",40% off
680,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"19,653 Ratings","1,211 Reviews",Vario Inverter Compressor,yes,1 Year, 10 ,"₹17,990","₹21,999",18% off
681,BOSCH,263 L,Double Door,,3 Star,no,4.3,"3,566 Ratings",237 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹29,990","₹41,590",27% off
682,CANDY,240 L,Double Door,,2 Star,no,4.3,"1,872 Ratings",198 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹18,990","₹26,490",28% off
683,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"3,783 Ratings",316 Reviews,Conventional Compressor,yes,1 Year, 10 ,"₹17,490","₹22,999",23% off
684,LG,185 L,Single Door, Direct Cool,3 Star,no,3.8,"5,271 Ratings",346 Reviews,Inverter Compressor,yes,1 Year, 9 ,"₹18,899",,
685,Whirlpool,235 L,Double Door,,2 Star,no,3.8,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹28,500","₹34,400",17% off
686,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,65 Ratings,9 Reviews,Inverter Compressor,,, 10 ,"₹19,990","₹30,999",35% off
687,CANDY,602 L,,,,no,4.6,"1,011 Ratings",121 Reviews,Reciprocatory Compressor,,, 5 ,"₹49,990","₹69,490",28% off
688,MITASHI,510 L,,,,no,4,"2,836 Ratings",310 Reviews,,yes,1 year, 10 ,"₹45,590","₹72,990",37% off
689,Whirlpool,200 L,Single Door, Direct Cool,4 Star,no,4.4,145 Ratings,23 Reviews,Inverter Compressor,yes,1 Year, 9 ,"₹18,100","₹25,400",28% off
690,Whirlpool,215 L,Triple Door,,,no,4.3,"65,317 Ratings","4,293 Reviews",Inverter Compressor,yes,1 Year, 10 ,"₹23,990","₹30,150",20% off
691,Godrej,210 L,Double Door,,2 Star,no,4.3,"13,765 Ratings","1,151 Reviews",Normal Compressor,,, 10 ,"₹22,490","₹28,550",21% off
692,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,,0 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹12,790","₹17,000",24% off
693,Godrej,183 L,Single Door, Direct Cool,3 Star,no,4.3,,1 Reviews,,yes,1 Year, 10 ,"₹13,990","₹21,590",35% off
694,Whirlpool,570 L,,,,no,4.3,550 Ratings,82 Reviews,Digital Inverter Compressor,yes,1 Year, 20 ,"₹71,990","₹1,17,750",38% off
695,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,no,4.5,"25,002 Ratings","2,543 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,,,
696,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,36 Ratings,3 Reviews,Normal Compressor,,, 10 ,"₹16,390","₹22,999",28% off
697,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Reciprocating Compressor,yes,1 Year, 5 ,"₹12,790","₹17,000",24% off
698,LG,185 L,Single Door, Direct Cool,3 Star,no,4.4,26 Ratings,2 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹15,999","₹18,859",15% off
699,Panasonic,592 L,,,,no,4.5,"7,898 Ratings",461 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹66,290","₹1,05,000",36% off
700,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,"8,316 Ratings",622 Reviews,Inverter Compressor,yes,1 Year, 9 ,"₹9,990","₹13,490",25% off
701,Lloyd,260 L,Double Door,,2 Star,no,,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹24,290","₹43,990",44% off
702,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,13 Ratings,0 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹12,590","₹25,990",51% off
703,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Inverter Linear Compressor,yes,1 Year, 10 ,"₹17,990","₹21,999",18% off
704,LG,594 L,,,,no,4.4,"19,653 Ratings","1,211 Reviews",,yes,1 Year, 9 ,"₹90,990","₹1,58,490",42% off
705,Lloyd,178 L,Single Door, Direct Cool,3 Star,no,4.3,,0 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹13,504","₹20,553",34% off
706,CANDY,240 L,Double Door,,2 Star,no,4.3,"3,566 Ratings",237 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹18,990","₹26,490",28% off
707,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,33 Ratings,3 Reviews,Inverter Linear Compressor,yes,1 Year, 10 ,"₹17,490","₹22,999",23% off
708,LG,679 L,,,,no,4.5,"5,271 Ratings",346 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹75,990","₹98,990",23% off
709,Haier,240 L,Double Door,,2 Star,no,,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹26,900","₹37,890",29% off
710,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,33 Ratings,1 Reviews,,yes,1 Year, 10 ,"₹19,990","₹30,999",35% off
711,Whirlpool,184 L,Single Door, Direct Cool,3 Star,no,4,,0 Reviews,Inverter Compressor,,, 10 ,"₹16,499","₹19,400",14% off
712,CANDY,602 L,,,,no,4.6,"2,836 Ratings",310 Reviews,Inverter Compressor,yes,1 Year, 9 ,"₹49,990","₹69,490",28% off
713,Whirlpool,215 L,Triple Door,,,no,4.3,"65,317 Ratings","4,293 Reviews",DC Inverter Compressor,yes,1 Year, 10 ,"₹23,990","₹30,150",20% off
714,Midea,661 L,,,,no,4.4,10 Ratings,0 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹71,990","₹1,14,990",37% off
715,Godrej,234 L,Single Door, Direct Cool,5 Star,no,4.2,12 Ratings,2 Reviews,Normal Compressor,,, 10 ,"₹19,390","₹28,290",31% off
716,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"13,765 Ratings","1,151 Reviews",Fixed Speed Compressor,yes,1 Year, 10 ,"₹12,790","₹17,000",24% off
717,Godrej,183 L,Single Door, Direct Cool,3 Star,no,4.3,"9,002 Ratings",879 Reviews,Vario Inverter Compressor,yes,1 Year, 10 ,"₹13,990","₹21,590",35% off
718,BOSCH,290 L,Double Door,,4 Star,no,4.7,550 Ratings,82 Reviews,,,,,"₹42,990","₹50,690",15% off
719,Whirlpool,190 L,Single Door, Direct Cool,3 Star,no,3.9,"25,002 Ratings","2,543 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,390","₹20,450",14% off
720,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,71 Ratings,5 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹16,390","₹22,999",28% off
721,Whirlpool,190 L,Single Door, Direct Cool,4 Star,no,4.3,"5,271 Ratings",346 Reviews,Normal Compressor,,, 10 ,"₹20,999",,
722,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,yes,1 Year, 10 ,"₹12,790","₹17,000",24% off
723,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,"65,317 Ratings","4,293 Reviews",Inverter Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
724,Haier,602 L,,,,no,4.5,"19,653 Ratings","1,211 Reviews",Linear Compressor,yes,1 Year, 10 ,"₹84,990","₹1,22,490",30% off
725,SAMSUNG,192 L,Single Door, Direct Cool,2 Star,no,4.4,14 Ratings,1 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹14,090","₹15,990",11% off
726,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹12,590","₹25,990",51% off
727,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"3,566 Ratings",237 Reviews,Intellisense Inverter Compressor,yes,1 Year, 10 ,"₹17,990","₹21,999",18% off
728,Whirlpool,325 L,Double Door,,3 Star,no,4.2,28 Ratings,0 Reviews,,yes,1 Year, 10 ,"₹37,290","₹41,550",10% off
729,Godrej,350 L,Double Door,,2 Star,no,4.1,"5,271 Ratings",346 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹34,890","₹50,245",30% off
730,CANDY,240 L,Double Door,,2 Star,no,4.3,"12,919 Ratings",878 Reviews,Intelligent Inverter Compressor,yes,1 Year, 10 ,"₹18,990","₹26,490",28% off
731,Godrej,270 L,Double Door,,2 Star,no,3.9,"2,836 Ratings",310 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹27,450","₹28,900",5% off
732,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,172 Ratings,20 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
733,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 Year, 20 ,"₹19,990","₹30,999",35% off
734,SAMSUNG,385 L,Double Door,,2 Star,no,4.2,"13,765 Ratings","1,151 Reviews",Inverter Linear Compressor,yes,1 Year, 10 ,"₹44,990","₹64,990",30% off
735,LG,547 L,Double Door,,2 Star,no,4.4,23 Ratings,5 Reviews,Inverter Compressor,,, 10 ,"₹65,990","₹73,090",9% off
736,CANDY,602 L,,,,no,4.6,550 Ratings,82 Reviews,Inverter Compressor,yes,1 Year, 9 ,"₹49,990","₹69,490",28% off
737,Whirlpool,215 L,Triple Door,,,no,4.3,473 Ratings,66 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹23,990","₹30,150",20% off
738,Godrej,272 L,Double Door,,2 Star,no,,"25,002 Ratings","2,543 Reviews",Digital Inverter Compressor,yes,1 Year, 20 ,"₹30,990","₹37,990",18% off
739,SAMSUNG,183 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,,, 10 ,"₹15,100","₹18,999",20% off
740,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,,1 Reviews,Digital Inverter Compressor,yes,1 Year, 20 ,"₹12,790","₹17,000",24% off
741,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,no,4,13 Ratings,0 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹18,500","₹21,999",15% off
742,Godrej,183 L,Single Door, Direct Cool,3 Star,no,4.3,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹13,990","₹21,590",35% off
743,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.4,"19,653 Ratings","1,211 Reviews",Reciprocating Compressor,yes,2 Years, 10 ,"₹15,690","₹21,999",28% off
744,Voltas,245 L,Double Door, Direct Cool,3 Star,no,4.3,48 Ratings,4 Reviews,,yes,1 Years, 10 ,"₹28,990","₹31,999",9% off
745,Haier,205 L,Single Door, Direct Cool,3 Star,no,3.8,"15,637 Ratings","1,110 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,511","₹25,461",31% off
746,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,"15,637 Ratings","1,110 Reviews",Normal Compressor,,, 10 ,"₹16,390","₹22,999",28% off
747,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,,0 Reviews,Linear Compressor,yes,1 Year, 10 ,"₹12,790","₹17,000",24% off
748,Godrej,234 L,Double Door,,2 Star,no,3.3,,0 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹24,599","₹29,000",15% off
749,Godrej,233 L,Double Door,,2 Star,no,,"3,566 Ratings",237 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹32,000",,
750,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,"12,919 Ratings",878 Reviews,Smart Inverter Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
751,LG,412 L,Double Door,,1 Star,no,4.4,13 Ratings,1 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹46,990","₹60,899",22% off
752,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹12,590","₹25,990",51% off
753,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,17 Ratings,2 Reviews,Inverter Compressor,yes,1 Year, 9 ,"₹17,990","₹21,999",18% off
754,Lloyd,200 L,Single Door, Direct Cool,3 Star,no,4.7,"13,765 Ratings","1,151 Reviews",Normal Compressor,yes,1 Year, 9 ,"₹16,285","₹18,490",11% off
755,Whirlpool,192 L,Single Door, Direct Cool,4 Star,no,4,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 10 ,"₹18,239","₹22,250",18% off
756,CANDY,240 L,Double Door,,2 Star,no,4.3,"5,324 Ratings",496 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹18,990","₹26,490",28% off
757,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,,1 Reviews,,yes,1 Year, 10 ,"₹17,490","₹22,999",23% off
758,Whirlpool,207 L,Single Door, Direct Cool,5 Star,no,4.5,"5,271 Ratings",346 Reviews,Inverter Compressor,yes,1 Year, 9 ,"₹19,990","₹27,500",27% off
759,Lloyd,340 L,Double Door,,3 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹30,190","₹44,990",32% off
760,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,48 Ratings,5 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹19,990","₹30,999",35% off
761,Godrej,253 L,Double Door,,2 Star,no,4.3,12 Ratings,2 Reviews,Inverter Compressor,,, 10 ,"₹24,900","₹33,015",24% off
762,CANDY,602 L,,,,no,4.6,,,Inverter Compressor,yes,1 Year, 9 ,"₹49,990","₹69,490",28% off
763,Whirlpool,215 L,Triple Door,,,no,4.3,,,,yes,1 Year, 10 ,"₹23,990","₹30,150",20% off
764,Haier,598 L,Multi-Door,,3 Star,no,,,,Smart Inverter Compressor,yes,1 Year, 10 ,"₹99,990","₹1,49,290",33% off
765,LG,412 L,Double Door,,1 Star,no,4.4,,,Reciprocating Compressor,yes,1 Year, 10 ,"₹45,490","₹58,699",22% off
766,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,,,Normal Compressor,,, 10 ,"₹11,690","₹24,990",53% off
767,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹12,790","₹17,000",24% off
768,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,,,Normal Compressor,,, 10 ,"₹16,390","₹22,999",28% off
769,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹12,790","₹17,000",24% off
770,SAMSUNG,189 L,Single Door, Direct Cool,3 Star,no,4.4,,,Inverter Compressor,,, 10 ,"₹18,374","₹19,490",5% off
771,Godrej,233 L,Double Door,,2 Star,no,,,,Reciprocating Compressor,yes,1 Year, 10 ,"₹24,994","₹33,015",24% off
772,Voltas,183 L,Single Door, Direct Cool,3 Star,no,4.3,,,Normal Compressor,yes,1 Year, 10 ,"₹12,790","₹26,490",51% off
773,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,,,Smart Inverter Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
774,LG,201 L,Single Door, Direct Cool,4 Star,no,4.3,,,Inverter Compressor,yes,1 Year, 9 ,"₹18,990","₹23,090",17% off
775,Lloyd,310 L,Double Door,,2 Star,no,,,,Reciprocating Compressor,yes,1 Year, 10 ,"₹32,290","₹50,990",36% off
776,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,,,Normal Compressor,yes,1 year, 10 ,"₹12,590","₹25,990",51% off
777,Lloyd,188 L,Single Door, Direct Cool,1 Star,no,,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹13,649","₹17,990",24% off
778,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,,,Inverter Compressor,yes,1 Year, 10 ,"₹17,990","₹21,999",18% off
779,CANDY,240 L,Double Door,,2 Star,no,4.3,,,Digital Inverter Compressor,yes,1 Year, 20 ,"₹18,990","₹26,490",28% off
780,SAMSUNG,236 L,Double Door,,3 Star,no,,,,Inverter Compressor,yes,1 Year, 9 ,"₹41,990",,
781,Whirlpool,327 L,Double Door,,2 Star,no,4.2,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹44,990","₹56,890",20% off
782,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
783,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,,,Inverter Compressor,yes,1 Year, 9 ,"₹19,990","₹30,999",35% off
784,Lloyd,280 L,Double Door,,2 Star,no,,,,Reciprocatory Compressor,yes,1 Year, 10 ,"₹29,690","₹47,490",37% off
785,Panasonic,296 L,Double Door,,2 Star,no,4.4,,,Inverter Compressor,,, 10 ,"₹30,590","₹39,500",22% off
786,CANDY,602 L,,,,no,4.6,,,Inverter Compressor,yes,1 year, 10 ,"₹49,990","₹69,490",28% off
787,Panasonic,275 L,Double Door,,3 Star,no,4.3,,,Inverter Compressor,yes,1 Year, 9 ,"₹30,390","₹51,500",40% off
788,Whirlpool,215 L,Triple Door,,,no,4.3,,,Normal Compressor,,, 10 ,"₹23,990","₹30,150",20% off
789,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,,,Smart Inverter Compressor,yes,1 Year, 10 ,"₹12,790","₹17,000",24% off
790,LG,343 L,Double Door,,3 Star,no,4.4,,,Inverter Compressor,yes,1 Year, 10 ,"₹47,790","₹63,099",24% off
791,Whirlpool,192 L,Single Door, Direct Cool,3 Star,no,3.8,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹19,500","₹26,150",25% off
792,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,,,Normal Compressor,,, 10 ,"₹16,390","₹22,999",28% off
793,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,,,Fixed Speed Compressor,,, 10 ,"₹12,790","₹17,000",24% off
794,Godrej,192 L,Single Door, Direct Cool,3 Star,no,3.8,,,,yes,1 Years,,"₹18,490","₹23,490",21% off
795,Whirlpool,192 L,Single Door, Direct Cool,3 Star,no,,,,Inverter Compressor,yes,1 Year, 9 ,"₹15,890","₹20,100",20% off
796,Whirlpool,184 L,Single Door, Direct Cool,5 Star,no,4.3,,,Digital Inverter Compressor,yes,1 Year, 20 ,"₹16,490","₹21,450",23% off
797,SAMSUNG,580 L,French Door,,,no,,,,Reciprocating Compressor,yes,1 Year, 9 ,"₹85,990","₹1,25,000",31% off
798,Whirlpool,192 L,Single Door, Direct Cool,4 Star,no,4.3,,,Reciprocating Compressor,yes,1 Year, 9 ,"₹15,490","₹21,750",28% off
799,Whirlpool,192 L,Single Door, Direct Cool,4 Star,no,,,,Digital Inverter Compressor,yes,1 Year, 10 ,"₹14,990","₹20,500",26% off
800,SAMSUNG,223 L,Single Door, Direct Cool,3 Star,no,3.2,,,Inverter Compressor,yes,1 Year, 10 ,"₹19,200","₹23,999",19% off
801,Godrej,670 L,Multi-Door,,,no,3.3,,,Normal Compressor,yes,1 Year, 10 ,"₹86,390","₹1,20,000",28% off
802,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹9,990","₹13,490",25% off
803,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,,,Inverter Linear Compressor,,, 10 ,"₹17,990","₹21,999",18% off
804,LG,668 L,,,,no,3.8,,,Digital Inverter Compressor,yes,1 Year, 20 ,"₹1,59,990","₹1,88,990",15% off
805,SAMSUNG,635 L,, Direct Cool,3 Star,no,,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹1,52,990","₹2,47,000",38% off
806,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,,,Smart Inverter Compressor,yes,1 Year, 10 ,"₹17,490","₹22,999",23% off
807,LG,185 L,Single Door, Direct Cool,3 Star,no,4.4,,,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,479","₹20,699",15% off
808,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,,,Inverter Compressor,yes,1 Year, 9 ,"₹19,990","₹30,999",35% off
809,Whirlpool,215 L,Triple Door,,,no,4.3,,,,yes,1 Year, 9 ,"₹23,990","₹30,150",20% off
810,Lloyd,200 L,Single Door, Direct Cool,2 Star,no,4.3,,,Digital Inverter Compressor,yes,1 Year, 20 ,"₹15,890","₹22,890",30% off
811,SAMSUNG,224 L,Double Door,,2 Star,no,4.3,,,Reciprocating Compressor,yes,1 Year, 10 ,"₹31,800","₹41,990",24% off
812,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,,,Normal Compressor,,, 10 ,"₹12,590","₹25,990",51% off
813,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,,,Normal Compressor,yes,1 Year, 10 ,"₹12,790","₹17,000",24% off
814,Haier,630 L,Single Door,,,no,4.4,,,,yes,1 Year, 10 ,"₹69,990","₹1,31,900",46% off
815,Haier,190 L,Single Door, Direct Cool,5 Star,no,4.5,,,,,,,"₹18,594","₹25,490",27% off
